measurement_id,case_id,method,true_input_sensor_loss,case_global_best_loss,final_loss,final_ratio_to_true_input,final_relative_regret,hit_true_input_1p10,first_hit_true_input_1p10,hit_true_input_1p00,first_hit_true_input_1p00,hit_regret_2pct,first_hit_regret_2pct,hit_regret_5pct,first_hit_regret_5pct,hit_regret_10pct,first_hit_regret_10pct,last_improvement_trial
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,0.05425676600499663,0.05504905143876742,0.05504905143876742,1.0146025185816976,0.0,True,35,False,,True,36,True,35,True,35,36
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,0.05425676600499663,0.05504905143876742,0.05834796809502222,1.0754044590429297,0.05992685741232573,True,49,False,,False,,False,,True,49,49
M1,case_td003_pa050_pp0_3_gamma_010__steady,random,0.05425676600499663,0.05504905143876742,0.06392772775105891,1.1782443455102292,0.1612866358318179,False,,False,,False,,False,,False,,23
M2,case_td016_pp0_1_gamma_007__steady,cmaes,0.04631699798266529,0.04273549534319884,0.04384446466352651,0.9466171507906417,0.025949607262576224,True,19,True,38,False,,True,38,True,38,70
M2,case_td016_pp0_1_gamma_007__steady,tpe,0.04631699798266529,0.04273549534319884,0.04273549534319884,0.9226741197517406,0.0,True,19,True,19,True,19,True,19,True,19,57
M2,case_td016_pp0_1_gamma_007__steady,random,0.04631699798266529,0.04273549534319884,0.047255228083155375,1.0202567122515416,0.10576062600092984,True,86,False,,False,,False,,False,,86
M3,case_td030_pa200_pp0_5_gamma_004__steady,cmaes,0.050309085967164796,0.05018452727629023,0.05258529001098062,1.0452443927385489,0.04783870377961352,True,92,False,,False,,True,92,True,92,92
M3,case_td030_pa200_pp0_5_gamma_004__steady,tpe,0.050309085967164796,0.05018452727629023,0.05018452727629023,0.9975241313078942,0.0,True,32,True,32,True,32,True,32,True,32,32
M3,case_td030_pa200_pp0_5_gamma_004__steady,random,0.050309085967164796,0.05018452727629023,0.0633188309728989,1.2585963301783136,0.26172018367928307,False,,False,,False,,False,,False,,93
