method,n_measurements,mean_sensor_loss,max_sensor_loss,mean_profile_truth_rel_l2,max_profile_truth_rel_l2,mean_fullfield_truth_rel_l2,max_fullfield_truth_rel_l2,mean_condition_normalized_rmse,mean_last_improvement_trial,mean_final_relative_regret,true_input_1p10_success_cases,true_input_1p10_median_hit_trial,true_input_1p00_success_cases,true_input_1p00_median_hit_trial,regret_10pct_success_cases,regret_10pct_median_hit_trial,profile_truth_improved_cases,fullfield_truth_improved_cases,optimizer_wall_s,invalid_trials
cmaes,3,0.050492935371091514,0.05504905143876742,0.019531545522512513,0.027959093081481992,0.04217634748664495,0.06209421232501751,0.24643637871284266,66.0,0.024596103680729915,3,35.0,1,38.0,3,38.0,3,3,56.34096359999967,0
tpe,3,0.05042266357150377,0.05834796809502222,0.018347239821006753,0.022371123271949348,0.038600308982303676,0.057152636815021016,0.30242015947726625,46.0,0.01997561913744191,3,32.0,2,25.5,3,32.0,3,3,56.78008760002558,0
random,3,0.058167262269037734,0.06392772775105891,0.03672111532179618,0.04107423983506144,0.06924021661308365,0.09762859884105043,0.3482568924208831,67.33333333333333,0.17625581517067693,1,86.0,0,,0,,3,3,56.38101219997043,0
