epoch,grad_l2_total,grad_l2_Te,grad_l2_ne,grad_l2_ni,grad_l2_phi,active_weight_ratio,step_rel_hidden_mean,step_rel_output,step_rel_output_to_hidden,grad_scale_applied,grad_norm_pre_scale,grad_norm_post_scale,grad_norm_post_clip,clip_ratio,effective_clip_flag,stagnation_flag,head_refresh_applied,head_design_cond,chamber_band_effective_ratio,outside_boundary_sample_ratio,boundary_inside_sample_ratio,boundary_weight_effective_ratio,distance_transform_mode,loss_boundary_in,loss_deep_plasma,region_balance_applied,field_reg_loss_inside,field_reg_loss_boundary,field_reg_points_inside,field_reg_points_boundary,selection_valid_flag,selected_epoch_score,selected_epoch_flag,selection_score_Te,selection_score_phi
0.0,0.03660142421722412,0.0021415480878204107,0.0020784197840839624,0.0,0.0021208443213254213,1.0,0.00408916873857379,0.0070339106023311615,1.72013214714745,1.0,0.0,0.0,0.03660142421722412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
