model_id,objective,score_lower_is_better,base_score,trial_best_score,recommended_score,recommended_source,base_relative_uniformity,trial_best_relative_uniformity,base_mean_density,trial_best_mean_density,density_ref,trial_best_density_gain,trial_best_negative_penalty,trial_best_low_density_penalty,base_boundary_gamma_uniformity,trial_best_boundary_gamma_uniformity,best_pp,best_pp0,base_pp,base_pp0,n_trials
ffno,cv_over_density_gain_at_plasma_mean_height_ne,true,0.3543931414972725,0.4054335667867199,0.3543931414972725,base,0.3543931414972725,0.38927124334188784,2.8666223554843796e+18,2.642626122539923e+18,2.8666223554843796e+18,0.9218605713738643,0.0,0.0,0.7903564984463768,0.7099747756668554,1861.0296544223352,0.09724039817940702,2823.804,0.08349,80
unet,cv_over_density_gain_at_plasma_mean_height_ne,true,0.803108826813277,1.0015631202943676,0.803108826813277,base,0.8031083433716124,0.9482321423860938,9.14123957795361e+17,8.193657145957426e+17,9.14123957795361e+17,0.8963398318230804,0.0,0.0,0.649543951789388,0.6370995563382358,1861.0296544223352,0.09724039817940702,2823.804,0.08349,80
